name,website,email,source,country,description,scraped_at
"Manage My Damn Life","https://intri.in/manage-my-damn-life/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Manage my Damn Life (MMDL) is a self-hosted front end for managing your CalDAV tasks and calendars. ([Source Code](https://github.com/intri-in/manage-my-damn-life-nextjs)) `GPL-3.0` `Nodejs/Docker`","2025-05-27 19:45:49"
"Radicale","https://radicale.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Simple calendar and contact server with extremely low administrative overhead. ([Source Code](https://github.com/Kozea/Radicale)) `GPL-3.0` `Python/deb`","2025-05-27 19:45:49"
"SabreDAV","https://sabre.io/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Open source CardDAV, CalDAV, and WebDAV framework and server. ([Source Code](https://github.com/sabre-io/dav)) `MIT` `PHP`","2025-05-27 19:45:49"
"Xandikos","https://github.com/jelmer/xandikos","","GitHub/awesome-selfhosted/awesome-selfhosted","","Open source CardDAV and CalDAV server with minimal administrative overhead, backed by a Git repository. `GPL-3.0` `Python/deb`","2025-05-27 19:45:49"
"`^        back to top        ^`","#awesome-selfhosted","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Communication software","https://en.wikipedia.org/wiki/Communication_software","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"AnyCable","https://anycable.io/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Realtime server for reliable two-way communication over WebSockets, Server-sent events, etc. ([Demo](https://demo.anycable.io), [Source Code](https://github.com/anycable/anycable)) `MIT` `Go/Docker`","2025-05-27 19:45:49"
"Apprise","https://github.com/caronc/apprise","","GitHub/awesome-selfhosted/awesome-selfhosted","","Apprise allows you to send a notification to almost all of the most popular notification services available to us today such as: Telegram, Discord, Slack, Amazon SNS, Gotify, etc. `MIT` `Python/Docker/deb`","2025-05-27 19:45:49"
"Centrifugo","https://centrifugal.dev/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Language-agnostic real-time messaging (Websocket or SockJS) server. ([Demo](https://github.com/centrifugal/centrifugo#demo), [Source Code](https://github.com/centrifugal/centrifugo)) `MIT` `Go/Docker/K8S`","2025-05-27 19:45:49"
"Chitchatter","https://chitchatter.im/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Peer-to-peer chat app that is serverless, decentralized, and ephemeral. ([Source Code](https://github.com/jeremyckahn/chitchatter)) `GPL-2.0` `Nodejs`","2025-05-27 19:45:49"
"Conduit","https://conduit.rs/","","GitHub/awesome-selfhosted/awesome-selfhosted","","A simple, fast, and reliable chat server powered by Matrix. ([Source Code](https://gitlab.com/famedly/conduit)) `Apache-2.0` `Rust`","2025-05-27 19:45:49"
"Databag","https://github.com/balzack/databag","","GitHub/awesome-selfhosted/awesome-selfhosted","","Federated, end-to-end encrypted messaging service for the web, iOS, and Android, supporting text, photos, video, and WebRTC video and audio calls. ([Demo](https://databag.coredb.org/#/create)) `Apache-2.0` `Docker`","2025-05-27 19:45:49"
"Element","https://element.io","","GitHub/awesome-selfhosted/awesome-selfhosted","","Fully-featured Matrix client for Web, iOS & Android. ([Source Code](https://github.com/vector-im/element-web)) `Apache-2.0` `Nodejs`","2025-05-27 19:45:49"
"GlobaLeaks","https://www.globaleaks.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Whistleblowing software enabling anyone to easily set up and maintain a secure reporting platform. ([Demo](https://demo.globaleaks.org), [Source Code](https://github.com/globaleaks/whistleblowing-software)) `AGPL-3.0` `Python/deb/Docker`","2025-05-27 19:45:49"
"GNUnet","https://gnunet.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Software framework for decentralized, peer-to-peer networking. ([Source Code](https://gnunet.org/git/)) `GPL-3.0` `C`","2025-05-27 19:45:49"
"Gotify","https://gotify.net/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Notification server with Android and CLI clients (alternative to PushBullet). ([Source Code](https://github.com/gotify/server), [Clients](https://github.com/gotify/android)) `MIT` `Go/Docker`","2025-05-27 19:45:49"
"Hyphanet","https://hyphanet.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Anonymously share files, browse and publish _freesites_ (web sites accessible only through Hyphanet) and chat on forums. ([Source Code](https://github.com/hyphanet/fred)) `GPL-2.0` `Java`","2025-05-27 19:45:49"
"Jami","https://jami.net/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Universal communication platform which preserves the user's privacy and freedoms. ([Source Code](https://git.jami.net/savoirfairelinux?sort=latest_activity_desc&filter=jami)) `GPL-3.0` `C++`","2025-05-27 19:45:49"
"Live Helper Chat","https://livehelperchat.com/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Live Support chat for your website. ([Source Code](https://github.com/LiveHelperChat/livehelperchat)) `Apache-2.0` `PHP`","2025-05-27 19:45:49"
"Mattermost","https://mattermost.com/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Platform for secure collaboration across the entire software development lifecycle, can be integrated with Gitlab (alternative to Slack). ([Source Code](https://github.com/mattermost/mattermost)) `AGPL-3.0/Apache-2.0` `Go/Docker/K8S`","2025-05-27 19:45:49"
"MiAOU","https://miaou.dystroy.org/login","","GitHub/awesome-selfhosted/awesome-selfhosted","","Multi-room persistent chat server. ([Source Code](https://github.com/Canop/miaou)) `MIT` `Nodejs`","2025-05-27 19:45:49"
"Mumble","https://wiki.mumble.info/wiki/Main_Page","","GitHub/awesome-selfhosted/awesome-selfhosted","","Low-latency, high quality voice/text chat software. ([Source Code](https://github.com/mumble-voip/mumble), [Clients](https://wiki.mumble.info/wiki/3rd_Party_Applications)) `BSD-3-Clause` `C++/deb`","2025-05-27 19:45:49"
"Notifo","https://github.com/notifo-io/notifo","","GitHub/awesome-selfhosted/awesome-selfhosted","","Multichannel notification server with support for Email, Mobile Push, Web Push, SMS, messaging and a javascript plugin. `MIT` `C#`","2025-05-27 19:45:49"
"Novu","https://novu.co/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Notification infrastructure for developers. ([Source Code](https://github.com/novuhq/novu/)) `MIT` `Docker/Nodejs`","2025-05-27 19:45:49"
"ntfy","https://ntfy.sh/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Push notifications to phone or desktop using HTTP PUT/POST, with Android app, CLI and web app, similar to Pushover and Gotify. ([Demo](https://ntfy.sh/app), [Source Code](https://github.com/binwiederhier/ntfy), [Clients](https://github.com/binwiederhier/ntfy-android)) `Apache-2.0/GPL-2.0` `Go/Docker/K8S`","2025-05-27 19:45:49"
"One Time Secret","https://docs.onetimesecret.com","","GitHub/awesome-selfhosted/awesome-selfhosted","","Share sensitive information securely with self-destructing links that are only viewable once. ([Demo](https://onetimesecret.com), [Source Code](https://github.com/onetimesecret/onetimesecret)) `MIT` `Docker/Ruby/Nodejs`","2025-05-27 19:45:49"
"OTS","https://ots.fyi/","","GitHub/awesome-selfhosted/awesome-selfhosted","","One-Time-Secret sharing platform with a symmetric 256bit AES encryption in the browser. ([Source Code](https://github.com/Luzifer/ots)) `Apache-2.0` `Go`","2025-05-27 19:45:49"
"PushBits","https://github.com/pushbits/server","","GitHub/awesome-selfhosted/awesome-selfhosted","","Notification server for relaying push notifications via Matrix, similar to PushBullet and Gotify. `ISC` `Go`","2025-05-27 19:45:49"
"RetroShare","https://retroshare.cc","","GitHub/awesome-selfhosted/awesome-selfhosted","","Secured and decentralized communication system. Offers decentralized chat, forums, messaging, file transfer. ([Source Code](https://github.com/RetroShare/RetroShare)) `GPL-2.0` `C++`","2025-05-27 19:45:49"
"Revolt","https://revolt.chat/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Revolt is a user-first chat platform built with modern web technologies. ([Source Code](https://github.com/revoltchat/self-hosted)) `AGPL-3.0` `Rust`","2025-05-27 19:45:49"
"Rocket.Chat","https://rocket.chat/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Teamchat solution similar to Gitter.im or Slack. ([Source Code](https://github.com/RocketChat/Rocket.Chat)) `MIT` `Nodejs/Docker/K8S`","2025-05-27 19:45:49"
"SAMA","https://samacloud.io","","GitHub/awesome-selfhosted/awesome-selfhosted","","Next-Gen self-hosted chat server and clients. ([Demo](https://app.samacloud.io/demo), [Source Code](https://github.com/SAMA-Communications/sama-server), [Clients](https://github.com/SAMA-Communications/sama-client)) `GPL-3.0` `Nodejs/Docker`","2025-05-27 19:45:49"
"Screego","https://screego.net","","GitHub/awesome-selfhosted/awesome-selfhosted","","Screego is a simple tool to quickly share your screen to one or multiple people via web browser. ([Demo](https://app.screego.net/), [Source Code](https://github.com/screego/server)) `GPL-3.0` `Docker/Go`","2025-05-27 19:45:49"
"Shhh","https://github.com/smallwat3r/shhh","","GitHub/awesome-selfhosted/awesome-selfhosted","","Keep secrets out of emails or chat logs, share them using secure links with passphrase and expiration dates. `MIT` `Python`","2025-05-27 19:45:49"
"SimpleX Chat","https://github.com/simplex-chat/simplex-chat","","GitHub/awesome-selfhosted/awesome-selfhosted","","The most private and secure chat and applications platform - now with double ratchet E2E encryption. `AGPL-3.0` `Haskell`","2025-05-27 19:45:49"
"Spectrum 2","https://spectrum.im/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Spectrum 2 is an open source instant messaging transport.  It allows users to chat together even when they are using different IM networks. ([Source Code](https://github.com/SpectrumIM/spectrum2)) `GPL-3.0` `C++`","2025-05-27 19:45:49"
"Synapse","https://element-hq.github.io/synapse/latest/index.html","","GitHub/awesome-selfhosted/awesome-selfhosted","","Server for [Matrix](https://matrix.org/), an open standard for decentralized persistent communication. ([Source Code](https://github.com/element-hq/synapse)) `Apache-2.0` `Python/deb`","2025-05-27 19:45:49"
"Syndie","https://syndie.de","","GitHub/awesome-selfhosted/awesome-selfhosted","Germany","Syndie is a libre system for operating distributed forums. `CC0-1.0` `Java`","2025-05-27 19:45:49"
"Tailchat","https://tailchat.msgbyte.com/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Next generation noIM application in your own workspace, not only another Slack/Discord/rocket.chat. ([Demo](https://nightly.paw.msgbyte.com/), [Source Code](https://github.com/msgbyte/tailchat)) `Apache-2.0` `Docker/K8S/Nodejs`","2025-05-27 19:45:49"
"Tiledesk","https://tiledesk.com","","GitHub/awesome-selfhosted/awesome-selfhosted","lead","All-in-one customer engagement platform from lead-gen to post-sales, from WhatsApp to your website. With omni-channel live agents and AI-powered chatbots (alternative to Intercom, Zendesk, Tawk.to and Tidio). ([Source Code](https://github.com/Tiledesk/tiledesk)) `MIT` `Docker/K8S`","2025-05-27 19:45:49"
"Tinode","https://github.com/tinode","","GitHub/awesome-selfhosted/awesome-selfhosted","","Instant messaging platform. Backend in Go. Clients: Swift iOS, Java Android, JS webapp, scriptable command line; chatbots. ([Demo](https://sandbox.tinode.co/), [Source Code](https://github.com/tinode/chat), [Clients](https://github.com/tinode/webapp)) `GPL-3.0` `Go`","2025-05-27 19:45:49"
"Tox","https://tox.chat/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Distributed, secure messenger with audio and video chat capabilities. ([Source Code](https://github.com/TokTok/c-toxcore)) `GPL-3.0` `C`","2025-05-27 19:45:49"
"Typebot","https://typebot.io","","GitHub/awesome-selfhosted/awesome-selfhosted","","Conversational app builder (alternative to Typeform or Landbot). ([Source Code](https://github.com/baptisteArno/typebot.io)) `AGPL-3.0` `Docker`","2025-05-27 19:45:49"
"WBO","https://github.com/lovasoa/whitebophir","","GitHub/awesome-selfhosted/awesome-selfhosted","","Web Whiteboard to collaborate in real-time on schemas, drawings, and notes. ([Demo](https://wbo.ophir.dev/)) `AGPL-3.0` `Nodejs/Docker`","2025-05-27 19:45:49"
"Zulip","https://zulip.org","","GitHub/awesome-selfhosted/awesome-selfhosted","","Zulip is a powerful, open source group chat application. ([Source Code](https://github.com/zulip/zulip)) `Apache-2.0` `Python`","2025-05-27 19:45:49"
"`^        back to top        ^`","#awesome-selfhosted","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"E-mail","https://en.wikipedia.org/wiki/Email","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"AnonAddy","https://anonaddy.com","","GitHub/awesome-selfhosted/awesome-selfhosted","","Email forwarding service for creating aliases. ([Source Code](https://github.com/anonaddy/anonaddy)) `MIT` `PHP/Docker`","2025-05-27 19:45:49"
"DebOps","https://docs.debops.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Your Debian-based data center in a box. A set of general-purpose Ansible roles that can be used to manage Debian or Ubuntu hosts. ([Source Code](https://github.com/debops/debops)) `GPL-3.0` `Ansible/Python`","2025-05-27 19:45:49"
"docker-mailserver","https://docker-mailserver.github.io/docker-mailserver/edge/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Production-ready fullstack but simple mail server (SMTP, IMAP, LDAP, Antispam, Antivirus, etc.) running inside a container. Only configuration files, no SQL database. ([Source Code](https://github.com/docker-mailserver/docker-mailserver)) `MIT` `Docker`","2025-05-27 19:45:49"
"Dovel","https://dovel.email","","GitHub/awesome-selfhosted/awesome-selfhosted","","SMTP server that sends and receives emails according to a simple configuration file, with an optional web interface that you can use to browse your emails. ([Source Code](https://dovel.email/server/tree.html)) `LGPL-3.0` `Go`","2025-05-27 19:45:49"
"emailwiz","https://github.com/LukeSmithxyz/emailwiz","","GitHub/awesome-selfhosted/awesome-selfhosted","","Luke Smith's bash script to completely automate the setup of a Postfix/Dovecot/SpamAssassin/OpenDKIM server on debian. `GPL-3.0` `Shell`","2025-05-27 19:45:49"
"homebox","https://github.com/progmaticltd/homebox","","GitHub/awesome-selfhosted/awesome-selfhosted","","Suite of Ansible scripts to deploy a fully functional mail server on Debian. Unobtrusive and automatic as much as possible, focusing on stability and security. `GPL-3.0` `Shell`","2025-05-27 19:45:49"
